id,author_name,last_updated,rating,version,title,content,intention,classified intention
179593425,Khttvf,2025-08-26T16:27:36-07:00,5,21.2.1,Good,Gooddd,Positive feedback,General Feedback
179311457,khushbot,2025-08-26T14:29:39-07:00,1,21.2.1,Worst Interest!!,"This has been the WORST internet experience of my life. I was a Verizon customer for only about 5–6 months and in that short time, I ended up paying over $1,000 just for Wi-Fi. Every month the bill was outrageous, sometimes $100, sometimes $200, and even $300! That is INSANE for just internet.

When I first signed up, they promised me student discounts and also said my dad’s EBT would qualify for additional discounts. But once I became a member, they didn’t help me at all. I spent hours trying to apply those discounts myself, struggling to lower the bill, but Verizon gave me no support. Before I joined, they told me everything would be fine and they would help. But the moment I became a customer, they just ignored me and kept charging me ridiculous amounts.

I must say the internet speed is good, but paying this much for Wi-Fi is absolutely crazy. Spending $200–$300 a month only on internet is not acceptable when I have other bills to cover. Their customer service is useless, their promises are empty, and the bills are nothing but a trap.

I switched last month because I couldn’t take it anymore. I will NEVER recommend Verizon to anyone. Save yourself the frustration, stress, and money.",Negative experience; high cost,Account & Billing
179170168,AMichelle12,2025-08-26T13:33:19-07:00,1,21.2.1,Bad app,"I have been trying to update my app for two days to pay my bill, and it won’t do anything.",Cannot update app,technical/platform issues
177791401,Chess.com = trash,2025-08-26T06:08:12-07:00,1,21.2.1,Unusable trash. Hardly functional,There’s no way Verizon paid someone to develop this app. Awful user interface. The layout is a mess. Also this app has non stop bugs. This app is absolute trash and rarely actually just works.,"Negative feedback, app issues.",technical/platform issues
176619569,Futhat’sit,2025-08-25T22:34:32-07:00,1,21.2.1,Would be great if I didn’t need to change my password every time I use this app.,Read the title.,Password change frustration,Technical/platform issues
176304962,Perplexed630,2025-08-25T20:09:41-07:00,2,21.2.1,Notifications,"Every few months, I get a notification that I cannot turn off. Finally shut off all notifications.",Notifications are annoying.,General Feedback
175892283,g00g01p1ex,2025-08-25T17:19:15-07:00,3,21.2.1,Missing hotspot data usage for one device,"Within current billing cycle, both the Verizon iOS app and the website are missing the hotspot data usage for our iPad. The data usage shows for both our iPhones and for our iPad, but hotspot data usage only shows for our iPhones, but is missing for our iPad. Please fix. Issue is not specific to the app, as the website has the same issue.",Fix hotspot data,technical/platform issues
175496481,Kenips,2025-08-25T14:32:49-07:00,5,21.2.1,Outstanding Customer Service!!!!,"I visited your West Tropicana location last Saturday to pick up a new WiFi router. Joshua, & the other associate provided me with “Outstanding Customer Service!” I highly recommend this store & their service!!! Thank you so much; I appreciate you!!! 💯🙏🏾🫶🏾💎",Praise for service,Customer Support
175188641,Vinto410,2025-08-25T12:35:33-07:00,1,21.2.1,Terrible App,"Login is so flawed. Insists the answer to my secret question is wrong, it isn’t but I changed it. Again it told me it’s wrong. Insists my password is wrong. It isn’t. Have no idea if anything works because login is so flawed",Login issues,technical/platform issues
171816955,Этмун,2025-08-24T17:22:41-07:00,1,21.2.1,Dude,The worst internet ever,Negative internet experience,technical/platform issues
159012536,Anon7890,2025-08-21T09:40:17-07:00,4,21.1.1,App Notifications,"I only want account updates as notifications, start sending me all of your promotional offers since there's absolutely no reason for me to get an additional line, new phone, or Verizon credit card. The app also keeps the notification bubble there with no way to remove it after you read notifications.",Control app notifications,General Feedback
4174487097,pmym06,2025-06-11T21:37:24-07:00,5,21.0.0,Update your app!!!!!,I am putting 5 start not because it is great but in order for people to see this review! I have been trying to open my account for 3 hours and I am trying to get a copy of my bills for other purposes and IT IS ALWAYS REFRESHING AND NOTHING COMES OUT AFTER WAITING FOR A LONG TIME!!,Cannot access bills,Account & Billing
25290956,Sha-shee,2025-07-19T04:11:48-07:00,1,21.0.2,I hate Verizon,"If you want to spend the whole day trying to change your password Verizon is the place to go. IT’s impossible. You will get a live rep who will practically needs your DNA, your blood type and a pound of flesh before they can help you.Their Bot is ridiculous. It will ask you the same question over and over and over again..I really give it zero stars. This probably won’t get posted however I hope some literate Verizon employee will read it and actually at least show it to the big bucks ladies and gentlemen as they sit around the conference table drinking their Starbucks mocha lattes
and think, maybe we should look into this, 

P.S. those glowing comments they do post are FAKE!",Password change frustration,technical/platform issues
7217301,Sandwhichpants,2025-07-14T14:32:50-07:00,1,21.0.2,App doesn’t work,"I can’t even type anything if I try to make a 1-time payment, which is the only payment it will accept for my internet (which is also abysmal after 3 months of service, been trying to get that fixed for 3 years now). 
Phone service is also mediocre at best. Claims I get 5g EVERYWHERE, but I drop to SOS mode more now than I ever did on AT&T. I’m currently on regular LTE data because, despite paying for the top service available, Verizon cannot uphold their end of a deal. Honestly might switch everything to another company cuz I’m beginning to truly hate this one.",Switch to another company,Customer Support
92272928,Harrison Donner,2025-08-04T19:18:46-07:00,1,21.1.0,One of the worst I have used,"Slow! Online chat not working! Status of service incorrect - 12 hours after home internet service outage, this app still showed a normal service while my phone call to Verizon again confirmed the service outage would not recover 
until tomorrow early morning!","Negative feedback, app issues",technical/platform issues
91271824,KDBax,2025-08-04T12:54:22-07:00,3,21.1.0,Upfromtheashes66,"Where I live Verizon use to be (several years ago) the best cell reception you could get. So long ago the amount you would pay for their services was worth it. Now, especially the past few months, I don’t receive many calls, frequently get dropped calls and when I go to call someone many times I have to call two or three times for it to go through. What changed? This time that I am with Verizon I bought a phone on a payment plan… are my issues because they know I am locked in for another couple of years? Or has Verizon signals really dropped that low?
One of the perks for signing up for everything I did was free Disney+ for a year… well I dropped that… because I always had to sign in and verify it was me… it would say on my tv I was in different cities, some I had never even heard of (Assuming that was where my signal was coming from). Anyway Disney+ decided I had used up my loggings… on the same three tvs. So what’s the point in keeping something you can’t watch anyway. I know how much money I drop every month and it seems I should have much better service!",Complaining about service.,Customer Support
81774775,Bilbo3101,2025-08-02T04:30:04-07:00,1,21.0.2,Total chaos,"I don’t believe all the good reviews are real because this app is incredibly confusing and hard to do anything. 
The “perks” are all over the place and it’s easy to upgrade but very difficult to downgrade. 
Might be my least favorite app on my phone.",Expressing extreme dissatisfaction.,General Feedback
67452770,66 dude,2025-07-29T16:01:47-07:00,1,21.0.2,Difficult to login and pay bill,"The mobile application does not have MFA and it is very difficult to login. It gives you too many options to login with account number and ZIP Code with other options as well and it’s just very confusing and a very poor user experience.
I should be able to open the app go right to a billing feature. Pay my bill and be done with it. That’s three steps maybe four if  you count being done with it.",Simplify bill payment.,Account & Billing
58697892,jhEclectic,2025-07-27T11:28:35-07:00,1,21.0.2,A Ridiculous App,"The app doesn’t recognize the very password used to sign in to Verizon account
Super Dumb 
Technically speaking this app deserves Zero stars",App doesn't work.,technical/platform issues
37186252,Jjzsmm,2025-07-22T03:57:28-07:00,1,21.0.2,Inefficient,"Inefficient staff.
Waste of time, not just going to this store and trying to get problems solved but, VERIZON in general as a company.
Scammers!","Negative experience, dissatisfaction.",General Feedback
30966570,Evobaloc,2025-07-20T13:32:26-07:00,1,21.0.2,Service,"Absolutely terrible app. Tried to log a service issue and the app crashes. Logged out and tried again, but again no luck. 
Not to mention, Verizon’s service team is god awful.",Negative feedback.,General Feedback
127258483,Trnyii,2025-08-13T13:25:19-07:00,1,21.1.1,iPhone and iPad TRILLIONS 👎🏻,"LOYAL CUSTOMER FROM 2009 till now WHY? NEVER MISSED PAYMENTS AS (POST CUSTOMER 4yrs) and now PREPAID EVER SINCE NEVER MISSING PAYMENTS EITHER
AND STILL DEVELOPERS ARE STILL FAILING OMG SERIOUSLY 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😤


App versions 20.6.1,20.7.0,20.7.1 and the most recent 20.80 FAILED TO FIX 
USAGE (MINUTES) DETAILS STILL WHY!

I STILL SEE THIS WHEN I LOOK USAGE SECTION DETAILS FOR MINUTES 

“We Can’t Process Your  Request Right Now,
Sorry about that, Please try again later.
               Retry


That’s the message from since January 2025 still TRILLIONS 👎😤😡

                UPDATE
Omg now 4/17/25  now data is not giving details!

Another Update 20.9.0 equates to a USELESS ATTEMPT FROM DEVELOPERS plus they change the dates of APP VERSION UPDATES!

REMOVING AGAIN MAYBE NEXT YEAR I WILL TRY THIS APP BUT FOR NOW I AM NEVER EVER RECOMMENDING!

20.9.1 SMH (USAGE) DATA and MINUTES still not available after FIVE app update OMG THIS IS THE UTMOST WORST FUNCTIONALITIES EVER AS A LOYAL CUSTOMER 🔊2009 and current and I DEFINITELY WILL NOT RECOMMEND TO OTHERS DEVELOPERS AREN’T CAPABLE ANYMORE!!!😡😡😡😡😡😡😤😤😤😤

Today is the 2nd June 2025 this 20.9.1 version from 4/17/2025 something is definitely wrong with their DATES!

3rd June 21.0.0 SIX HOURS AGO AND IT DID NOT FIX ANYTHING ( minutes and data)🔊 USAGE 😡STILL SHOW THAT ANNOYING STATEMENT THAT IS MENTIONED IN THIS REVIEW DEVELOPERS WHAT IS THE PROBLEM AFTER SO MANY VERSIONS AND MY DEVICE SOFTWARE IS UP TO DATE 18.5 iOS!

Update 
VERSION  FLOPPED AGAIN 
🔊21.0.0 five days ago STILL DID NOT FIX “USAGE”
Minutes and Data showed that PATHETIC MESSAGES 

QUOTE TRY AGAIN LATER AKA 6 MONTHS THIS APP STILL DEFINITELY NOT WORKING!

There used to be a WIDGET AVAILABLE AND NOW CALLING THE AUTOMATED SYSTEM IS DO DAM ANNOYING SERIOUSLY THIS COMPANY IS AT ITS TRILLIONS WORST WHERE THIS APP IS CONCERNED 
SINCE 2010 I HAVE BEEN using as PREPAID AFTER MY 2 YEARS contract expired with me never missing any payments I decided NOT TO RENEW (POST ACCOUNT!) the customer service center and store stressed me out and the worst customer service from both made my decision for PREPAID!

6/18/25
Usage MINUTES AND DATA STILL NO INFORMATION LIKE BEFORE DEVELOPERS WHAT’S going on LOYAL CUSTOMER MEANS NOTHING TO THIS BUSINESS!😡😡😡😡👎👎👎
Another Update 21.0.2 FAILED TO FIXED {USAGE SECTION} (Minutes) details still showing 
That PATHETIC “WE CAN’T PROCESS YOUR REQUEST SORRY TRY AGAIN LATER” STILL SHOWING WHEN I SELECTED seriously the UTMOST WORST FROM DEVELOPERS EVER😡😡😡😡😡😤😤😤😤🤯


8/12/25
Usage details seems to work but the accuracy for MINUTES is a tad off for calls I made suppose to be green and there is a specific number I always call but that number cannot call me.

Touch ID
I signed in and closed got verified by Emil it is done QUESTION WHY DO I HAVE TO SIGN IN AGAIN EVERY TIME I USE CERTAIN SECTION’S that requires touch?

WIDGET IS GONE AND QUALITY IS STILL HORRIBLY LACKING!

8/13/2025
😡New Version (21.1.1)did NOT FIX TOUCH ID I did it THREE TIMES I AM DONE!",Negative app experience,technical/platform issues
127016172,1 Perfect Nelli,2025-08-13T12:02:59-07:00,1,21.1.1,I had no idea,"I had no idea this App was on my phone! I have no idea what it does or does not do! Therefore I guess it is of no use to me! 
But I sure know Verizon has terrible connection to your towers! Honestly I regret switching to Verizon ! And now I am saddled paying for my free phones for several years. The in person staff is great but Verizon towers are often unavailable for use.",Negative feedback on Verizon,General Feedback
120054292,astro.dave,2025-08-11T18:10:53-07:00,2,21.1.0,Call log doesn’t include time,"Also, the filter doesn’t update right away.

Also, why do we have to open the app to keep it updated?

It also limits the number of allowed calls if you set it for the most strict blocking.

I have been a Verizon customer for years, but having switched one line to T-Mobile, I think their service is better.","Negative review, unsatisfied customer",General Feedback
114019287,Architect NYC,2025-08-10T06:20:39-07:00,1,21.1.0,Worst TV System Ever – Avoid at All Costs,"This new Verizon Fios TV system is an absolute disaster. It NEVER works without a reboot. Every single time I want to watch something, I have to spend 15 minutes restarting the box, the app, or both. It’s like Verizon took something simple and reliable and replaced it with the most frustrating, broken system imaginable. The interface is clunky, slow, and unresponsive, and the constant errors make you want to throw the remote at the wall.

I’ve had cable for decades and have never experienced anything this bad. The amount of time wasted just to watch live TV or stream a channel is absurd. Verizon clearly rushed this out without testing it properly, and paying customers are now stuck dealing with their mess.

Do yourself a favor: NEVER get Verizon Fios TV.",Avoid Verizon Fios TV,General Feedback
106260322,No mod Verizon,2025-08-08T06:46:39-07:00,1,21.1.0,Need refund,"Hamilton Mill Ga store, Jacob refused to honor screen saver life time warranty I originally paid for.  Wants to charge me $58 for new screen saver.  Deceptive sales practices are being done at this store and Jacob is in no way interested in helping the customer.  Please issue refund for my original purchase of screen protection plan.  
Customers, Do not fall for Verizon’s screen protection plan.  It. Is a ripoff.",Refund for warranty,Customer Support
96308853,Hilderbrant,2025-08-05T19:09:59-07:00,1,21.1.0,I never had trouble with my phone service,"I always had trouble with your Internet that is why I canceled it. And you still charge me for a router that did not ever work. I had three routers same kind. I asked for a different kind of router you said that’s all you had but you still. Charge me for that router that don’t work as an excusable. I have nothing good to say about the way you handled. Your business with the Internet.
I think it’s a disgrace to ruin Verizon name because I used to think your name was the best in the marketplace I can’t in good face. Give you any stars until you earn them. You haven’t earned one star in my book. For 10 years are you doing is took my money with no service now it’s your turn. To prove yourself to me I prove myself over the past 10 years. I had Internet service with you for 2 1/2 three years and never could use it but I paid for it on all you can say is we’ll fix it. I even paid extra for insurance to make it right. But that didn’t work. You owe me for 2 1/2 to 3 years of Internet service that I never received.",Demands refund for service.,Account & Billing
96206595,user027370,2025-08-05T18:30:47-07:00,2,21.1.0,Buggy Update,"A recent update created a permanent notification that won’t go away. The “take action” is an upsell notification for Verizon home internet. The notification won’t close out until the home internet account is connected to the mobile account. Problem is, I don’t have Verizon home internet and I don’t plan to. 
App notifications are intrusive - they’re meant to be so - but when you create an intrusive upsell opportunity, it’s not a great customer experience.",Disabling upsell notifications,Customer Support
4216214876,Ksenia RP,2025-06-22T18:40:23-07:00,1,21.0.2,Apple Music not active,"Spent 20 mins with customer expert at the store. No luck.
Spent 80 mins with tech expert over the phone no luck. My family has been with Verizon for over 10 years. We love the company but this perk of Apple Music is real trouble as it not working with Apple iPhone at this time.",Apple Music not working,technical/platform issues
4204723264,sundownbrm,2025-06-19T18:12:54-07:00,1,21.0.1,Unbelievable,"This is the worst internet app I’ve ever experienced. I can’t even reboot the router from my app, and it has all these “special security features” that I assume also don’t work because I can’t simply reboot the router from the app. Completely unacceptable from a company as big as Verizon.

Edit: still horrible. Basically doing any kind of task on this app is a nightmare. Insane that a company as big as Verizon makes their app so so so bad.",App's poor functionality,technical/platform issues
4198907278,Posterized,2025-06-18T06:50:25-07:00,2,21.0.0,Lackluster,"(Update)
1. Still lacking a widget, especially one that tacks data usage vs days left. I still don’t know why they got rid of this.

2. The Alapp is still a shell for their website. So the entire experience is slow, buggy with frequent crashes

3. The “My Data Usage” page has turned into a joke. They got rid of the bars/charts that lets you see each members data usage and the number of days left all in one view. You’re now forced to click on each member to see their usages. Worse, the data only shows the total data used not for each individual. 


PLEASE!!! Do something about the app. Why does it get worse with each update?????

———————-
Biggest gripe is the widget not showing how many days are left for the data for the month. To check you have to click the widget > wait for it to load the personal data usage > click the account tab on the bottom > click usage. All this for something that should show on the widget in the first place. Also, the app basically being a shell for the webpage really shows when there are constant load times to navigate between each screen, and the complete lack of visual feedback for any interaction (click/touch) with the interface. Two stars are for the simple existence of a widget showing remaining data (PLZ add REMAINING DAYS!!!)",App improvement needed,General Feedback
4190969708,RealCW,2025-06-16T05:28:51-07:00,1,21.0.0,Bad User Experience,"The app isn’t optimized for mobile use or app use. It’s confusing and bugs out every time the app opens.  Pages don’t load or closes out. 

Additionally, I’ve asked Verizon over several months to remove my ex’s information from my account, and I still receive bills with his name on it.

Nor is the site working where I am supposed to redeem my $300 visa.",Resolve account issues.,Account & Billing
4184010303,jreezyworldpeace,2025-06-14T09:16:21-07:00,1,21.0.0,Account Sign In,"Device never stays logged in and when trying to pay bill with account credentials, the app is never correct. Website works fine, this app is a downgrade from the previous app. 

Trash.",App needs fixing.,technical/platform issues
152222035,Arturgprs,2025-08-19T16:17:31-07:00,1,21.1.1,Scam,"This was my very first experience with Verizon – and it will definitely be my last.

Two Verizon reps came to my home and offered me internet service. I told them I currently pay $65/month with AT&T for 50 Mbps. They laughed and said, “Oh man, that’s way too much for such slow speed. We can give you 300 Mbps for $85 – but right now we have a promotion, and you’ll only pay $45. Not just temporarily, but locked in for 4 years!”

That sounded like a great deal, so I signed up. Today I received the equipment, installed it, and when I logged into my account – surprise – the plan was $85, not $45.

I called Verizon immediately thinking it was just a mistake. Instead, the rep told me there was no error, the plan is indeed $85, but they can “generously” give me a $10 discount. What a joke. When I asked if it was normal for their salespeople to blatantly lie and trick customers, the rep hung up on me.

This was nothing but fraud and deception. Verizon’s door-to-door salespeople lied to my face, and customer service didn’t care at all.

I’m writing this review to warn others: stay away from Verizon unless you enjoy being scammed and disrespected.",Warn others of scam,Customer Support
151395935,Hege125,2025-08-19T11:14:12-07:00,5,21.1.1,Error Page unable to access,"Whitelabel Error Page

This application has no configured error view, so you are seeing this as a fallback.

Thu Aug 14 23:50:37 UTC 2025

[88404ad4-91194] There was an unexpected error (type=Not Found, status=404).

After speaking with multiple tech supports from Verizon, and deleting the app and reinstalling it, the only image that loads is a brief loading circle followed by the above error message.

No help has been given to resolve the issue for access to both my mobile and home internet account.

This app used to work well up until about 1 month ago.  Please review and come up with a patch/update.",Fix app access,technical/platform issues
148401976,Review_For_The_Day,2025-08-18T17:29:20-07:00,1,21.1.1,Not a Fan,"Both the app and customer support by phone are terrible. I separated from another group plan and find that when I was setting up my separate account that Verizon thinks my email should be on a separate account from my phone number. I tried calling to get this fixed but my number and email are still separate after the person on the phone assured me I was good. I can log into the account with my emails, but it isn’t linked to my phone. If I log into the account that has my phone number, I am asked to fill in my info, but holy cow, my email is taken! 
On top of that, I’m now paying $110 for monthly service for a single person. Today I received a message telling me they’d give me a whole $10 off my bill! Guess who’s looking for a new provider…
Oh! I guess we could talk about the app some more. Since its whole purpose seems to be to give the user the runaround, I’m not overly interested in giving it praise. It’s like XM radio all over again.",Looking for new provider.,Customer Support
134770890,Heyshar,2025-08-15T08:42:25-07:00,1,21.1.1,Latest update,"I do not care for  the new format. Way too busy !
Too much!!! … you should have stuck to the previous format.",Dislikes new format.,General Feedback
130670305,mjm.00,2025-08-14T09:14:53-07:00,1,21.1.1,Spam,"“Verizon: Hi Michael, great news! Upgrade and get iPhone 16 Pro on us (up to $1000 in value). When you trade in any phone on your account from Apple, Samsung or Google, any condition guaranteed.“

“iPhone 16 Pro. Get it on us”","The text is an advertisement, not a customer review, so there is no customer intention to summarize.","The text is an advertisement, not a customer review, so there is no customer intention to categorize."
128628921,OtterLvr209,2025-08-13T22:19:52-07:00,5,21.1.1,Personal check,"There was no mention of paying my phone bill with a personal check.
That service was afforded to me when I used the machine in the Verizon store.
Currently, I am not using my credit cards nor my ATM card because of fraudulent activity.
I am using my personal checking to handle financial matters.

Teresa Azcarate",Pay bill: check,Account & Billing
4236219149,Fios rocks,2025-06-27T22:42:54-07:00,5,21.0.2,Love my fios,"This is my first time with Verizon and I love it ,
Incredible quality fast speed and major discounts on movie apps","Positive, first-time experience",General Feedback
4262300019,Natureisbeautiful,2025-07-04T10:02:01-07:00,1,21.0.2,Very unpredictable aap,"My Verizon aap keeps breaking in various places. The section of ""Home"" --> ""Verizon Gateway"" is broken today. This part of the aap used to work fine and would show signal strength, options for speed test and for placing the modem in the right spot.
Now this section of the app is broken. Verizon sent me a new modem/gateway and I returned the old modem back to them. Ever since the old modem got returned this section of the app is broken. I spent like 2 hours with their customer service and the customer service is clueless. Verizon's ""my verizon"" app is very unpredictable. So shameful. And now the customer service wants me to try things that have no bearing to the issue. I feel like whoever data entered the return of the old modem into their internal system that person mis entered some data that broke that peace of app for my account. And customer service has no clue and now wants me to wait for 4-5 days. What a joke. Verizon customer service has no clue.",App/CS frustration,Customer Support
4254976572,QATester12345,2025-07-02T14:17:50-07:00,1,21.0.2,Worst app ever,"The app will constantly have log in multiple times within the app, ask your location constantly, so many pages wont load. It’s impossible to get help through chat assistant. 

The website will directly link you to the app then the app will send you back to your browser, what the point??

Pages will constantly load i don’t understand why im back navigating to page that was already loaded??? 

The app is useless might as well just call and wait on hold so u can actually get help, then maybe theyll actually take the app seriously",App needs fixing,technical/platform issues
4293364210,BigWillieZteve,2025-07-12T08:00:39-07:00,2,21.0.2,Buyer Beware,"I have been a customer of Verizon for over 7 years. Have had the highest paid plan, fallen victim to the newest phone and upgrade, and dealt with this terrible app and chat feature an immeasurable amount of times. 

I recently switched to Mint because it’s way cheaper (for the price of 1 month at Verizon , I can get 3 months at Mint for 2 people) and the connection has been identical. I kept the 5G internet because it works and it’s a good deal.

Since the switch, I have been faced with nothing but the most vindictive user experience. I lost access to my app account (which is how I pay my bill), I have now been inundated with warnings surrounding getting with the support team to troubleshoot my 5G connectivity. I’m no fool. They’ve been throttling my connection since I’ve switched carriers and I’ll call it like it is. It’s dishonest, petty, vindictive, and not a way a business should be practicing. 

I’ve always said if you take care of your people, they will take care of you. Verizon will take your money, offer you discounts that are just what you would have paid had you not switched to the “newest” plan, and leave you on read when you are trying to do it their way. 

You’ve been warned.",Warning about throttling,technical/platform issues
4279718412,Fri1ne,2025-07-08T20:30:26-07:00,5,21.0.2,Satisfecha,"Estoy muy satisfecha y contenta con el servicio de Verizon, excelente internet y muy buen plan de teléfono celular.
Y lo mejor que cada año te regalan algo por ser parte de ellos.
Cinco estrellas!",Highly satisfied with Verizon.,General Feedback
4279359694,Bkurz_NYC,2025-07-08T18:09:44-07:00,1,21.0.2,Terrible Customer Service,"I’ve had Verizon Fios as my internet provider for over 7 years and this service has gone dramatically down hill. In the past, excellent customer support to help with any needs…….but now you get:

- a chat agent that will tell you he is already helping 4 other people and can’t help you
- a 2 hour wait for a snide live agent that is dismissive and belittling 
- a 2 hour wait for semi helpful agent 
- 1 week of no response from Verizon for their faulty gear 
- 11 months of sneaky overcharging your account 

This service has gone down hill and can no long recommend since Verizon does not care if the product you pay for works or not.",Negative customer experience,Customer Support
4277712128,Tmrock99,2025-07-08T08:35:02-07:00,5,21.0.2,Verizon app!!,"An easy and efficient way to view my account 
Perfect !
Thank You!!","Positive feedback, appreciation",General Feedback
4274460318,ash_anon,2025-07-07T12:28:23-07:00,1,21.0.2,You should be ashamed,"I am flabbergasted at Verizon’s market cap, and there total incompetence at delivering simple features. I think it is shameful that so many engineers are getting paid big bucks from customers’ pockets with such a remarkably pathetic product. 

- The UI/UX is terrible. Why do I have to click so deep in to see service information for what I’m paying for? Why are the immediate links to pay for new stuff I don’t want? 
- If you claim “make sure to turn on notifications so you don’t have to wait around on your phone for us” for the customer service chat, then new messages should actually SEND a notification! Before anyone asks, yes I verified multiple times that my notifications were on and sound was on. Multiple other app notifications worked just fine
- It is ridiculous that we have to “keep the chat active” by sending messages to not get removed from the chat queue. I mean, there’s no way this isn’t a solved problem.",Frustrated with app experience,technical/platform issues
192955458,Crystalmew,2025-08-30T03:19:11-07:00,4,21.2.2,Please add dark mode to all apps and icons,"The app is good simple and easy to use and to get your bill done, I would love to see the My Verizon app and the Verizon home app have a fluent dark mode to it.",Wants dark mode,General Feedback
191187634,jess christyne,2025-08-29T15:11:53-07:00,5,21.2.2,Service,Great service,Positive feedback,General Feedback
190095752,dariweave,2025-08-29T08:54:17-07:00,1,21.2.2,Unresponsive and slow,It takes FOREVER to load your info and if you try to navigate it. There is a reason I switched to T-Mobile. I compared their apps side by side. It’s like night and day!,Negative app experience,technical/platform issues
187939279,H uriejhsusjdn,2025-08-28T19:58:18-07:00,5,21.2.1,My Verizon makes my life easy!,"Thank you Verizon for making using your services easy to operate and understand! Every Verizon associate I have encountered has been friendly, well versed in your products and knowledgeable. Keep up the good work.",Positive customer experience.,General Feedback
186302520,Wildmankei,2025-08-28T09:42:23-07:00,1,21.2.1,Time for paper bills again.,"My god I hate the new update. It’s not more difficult to navigate or to look up individual’s bill, including the taxes and fees like the previous. Now I have to do everything myself trying to figure out what, what. So now I can’t figure out who owes what because I have five people on my plans and I normally was able to just look at the bills and see who owes me what including taxes and fees, now I can’t even do that. I have to do things the hard way. I have no choice. I gotta start using paper bills again. Terrible!!!!!!",Wants easier bill breakdown.,Account & Billing
185951453,Benny Riggz,2025-08-28T07:59:01-07:00,1,21.2.1,Terrible overview.,Update looks terrible and has complicated the bill overview,Negative update feedback,General Feedback
184710437,Danneh💯🕉👻,2025-08-28T01:13:39-07:00,1,21.2.1,Verizon Wi-Fi is horrible absolutely horrible,"Every single day I have issues with my cellular data. I can never watch a video without it having to load for three minutes. I can never be on the phone call without the call sounding horrible. I’m always having to reset my network connection because my network is just saying I have no Internet, even though it says I have bars and LTE and 5G. I say about five days of the week I get frustrated with my cellular data is not working and it gets me so mad to the point where I want to break my phone into pieces. I’m switching phone services when I pay off my iPad in a few months(2) .",Switching phone services,Customer Support
184398999,SandraDLB,2025-08-27T23:00:57-07:00,5,21.2.1,My Verizon Apl,This is a really easy app to use!,Positive user experience,General Feedback
183658859,its_PE,2025-08-27T17:49:30-07:00,1,21.2.1,Home Offers,Funny how THE ONLY section of the app that hasn’t worked since got Fios is section for REDEEMING your home offer rewards.  Translation you Can’t redeem your rewards and they know it… Funny how it’s ONE THING on the app they just can’t seem fix. I wonder why??? I truly expected more from a MULTI BILLION dollar company. Extremely disappointing.,Can't redeem rewards.,Account & Billing
183532760,OptionBob,2025-08-27T16:57:34-07:00,1,21.2.1,Verizon Fails Again,Tried to switch 1 phone to ATT but Verizon app says ‘Can’t do that now please try again later’,Switch to AT&T,Account & Billing
183349453,Marrob3233,2025-08-27T15:39:39-07:00,1,21.2.1,No secure,"I been a Verizon customer over 27 years if I could give a 0 review I would ,as I was in a wedding 4 hours away someone went into a Apple Store changed my pin number and also my password looking to upgrade my phone to my knowledge I was know where in a Apple Store looking to upgrade my phone ,after I thoroughly searched it was some employee from Verizon that tried to upgrade and make changes to my account so much for securing my data,buyer beware they thought I worked for a cell company looking to put in a bad review but that is far from the truth ,one thing that was positive I learned three different languages from Verizon fraud department if you are looking to learn a foreign language call the fraud department they will assist you ,just be aware when they say your account is secure be Leary and protect yourself",Account security concern.,Account & Billing
182656723,Goodgame7755,2025-08-27T11:17:28-07:00,1,21.2.1,"Told me I had 2 gift cards, nowhere to be found on my account as a payment method.","No gift cards anywhere as a payment method, told me I’d get $300 in gift cards and I added them to my account now I can’t use them",Unable to use gift cards,Account & Billing
182424759,Sherriwakefield0,2025-08-27T10:00:28-07:00,5,21.2.1,Verizon,"Verizon is the best cell phone company ever
Thanks Verizon!!!",Positive feedback,General Feedback
179311457,khushbot,2025-08-26T14:29:39-07:00,1,21.2.1,Worst Interest!!,"This has been the WORST internet experience of my life. I was a Verizon customer for only about 5–6 months and in that short time, I ended up paying over $1,000 just for Wi-Fi. Every month the bill was outrageous, sometimes $100, sometimes $200, and even $300! That is INSANE for just internet.

When I first signed up, they promised me student discounts and also said my dad’s EBT would qualify for additional discounts. But once I became a member, they didn’t help me at all. I spent hours trying to apply those discounts myself, struggling to lower the bill, but Verizon gave me no support. Before I joined, they told me everything would be fine and they would help. But the moment I became a customer, they just ignored me and kept charging me ridiculous amounts.

I must say the internet speed is good, but paying this much for Wi-Fi is absolutely crazy. Spending $200–$300 a month only on internet is not acceptable when I have other bills to cover. Their customer service is useless, their promises are empty, and the bills are nothing but a trap.

I switched last month because I couldn’t take it anymore. I will NEVER recommend Verizon to anyone. Save yourself the frustration, stress, and money.",Warn against Verizon.,General Feedback
164168813,Alex.Sev1,2025-08-22T17:40:02-07:00,5,21.2.1,Good company,Good company been for them for years with Internet so that always works well definitely recommend,"Positive, recommends company",General Feedback
156927011,Kalel9007,2025-08-20T21:19:43-07:00,5,21.1.1,Unbelievable,"I had a better connection on dial up for 1/10000 of the price.

Methinks the endgame of this whole firstworld experience is afoot",Extremely dissatisfied customer.,Customer Support
210661781,srjoness,2025-09-03T15:21:29-07:00,1,21.2.2,App,App is slow and never works. Always needs to be updated. Sometimes I have uninstall and reinstall.,App needs improvement,technical/platform issues
